scope,chromosome,bin_idx,start_bp,end_bp,start_mb,end_mb,region,bin_width_bp,bin_mid_bp,chrom_length_bp,chrom_offset_bp,chrom_center_mb,label,genome_mid_bp,mean_n_variants,sem_n_variants,mean_variants_per_100mb,sem_variants_per_100mb,n_unique_donor_variants,n_stage_timing_donors,bin_size_bp,species,dataset,plot_label,scope_color
Overall,chr16,1,10000001,20000000,10.000001,20.0,chr16:10.0-20.0 Mb,10000000,15000000.5,90338345,2400442217,2445.6113895,16,2415442217.5,4.090909090909091,2.348905143231805,40.90909090909091,23.48905143231805,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr16,2,20000001,30000000,20.000001,30.0,chr16:20.0-30.0 Mb,10000000,25000000.5,90338345,2400442217,2445.6113895,16,2425442217.5,4.545454545454546,2.4172246909651514,45.45454545454545,24.17224690965151,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr16,3,30000001,40000000,30.000001,40.0,chr16:30.0-40.0 Mb,10000000,35000000.5,90338345,2400442217,2445.6113895,16,2435442217.5,1.8181818181818181,0.9983457391485342,18.181818181818183,9.983457391485342,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr16,4,40000001,50000000,40.000001,50.0,chr16:40.0-50.0 Mb,10000000,45000000.5,90338345,2400442217,2445.6113895,16,2445442217.5,1.0909090909090908,0.5633430321756242,10.909090909090908,5.633430321756243,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr16,5,50000001,60000000,50.000001,60.0,chr16:50.0-60.0 Mb,10000000,55000000.5,90338345,2400442217,2445.6113895,16,2455442217.5,2.6363636363636362,1.3367037291427493,26.363636363636363,13.367037291427492,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr16,6,60000001,70000000,60.000001,70.0,chr16:60.0-70.0 Mb,10000000,65000000.5,90338345,2400442217,2445.6113895,16,2465442217.5,4.090909090909091,1.988396089380701,40.90909090909091,19.883960893807007,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr16,7,70000001,80000000,70.000001,80.0,chr16:70.0-80.0 Mb,10000000,75000000.5,90338345,2400442217,2445.6113895,16,2475442217.5,5.545454545454546,2.6743347052496027,55.45454545454545,26.74334705249603,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr16,8,80000001,90000000,80.000001,90.0,chr16:80.0-90.0 Mb,10000000,85000000.5,90338345,2400442217,2445.6113895,16,2485442217.5,7.181818181818182,3.246867530456175,71.81818181818181,32.46867530456175,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr16,9,90000001,90338345,90.000001,90.338345,chr16:90.0-90.3 Mb,338345,90169173.0,90338345,2400442217,2445.6113895,16,2490611390.0,0.09090909090909091,0.0909090909090909,26.868755533284343,26.86875553328434,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr17,0,1,10000000,1e-06,10.0,chr17:0.0-10.0 Mb,10000000,5000000.5,83257441,2490780562,2532.4092825,17,2495780562.5,7.7272727272727275,3.8849146687502776,77.27272727272727,38.849146687502774,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr17,1,10000001,20000000,10.000001,20.0,chr17:10.0-20.0 Mb,10000000,15000000.5,83257441,2490780562,2532.4092825,17,2505780562.5,3.8181818181818183,2.0837823207644743,38.18181818181818,20.837823207644746,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr17,2,20000001,30000000,20.000001,30.0,chr17:20.0-30.0 Mb,10000000,25000000.5,83257441,2490780562,2532.4092825,17,2515780562.5,2.727272727272727,1.489910974100064,27.272727272727273,14.89910974100064,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr17,3,30000001,40000000,30.000001,40.0,chr17:30.0-40.0 Mb,10000000,35000000.5,83257441,2490780562,2532.4092825,17,2525780562.5,3.5454545454545454,1.6257229796652228,35.45454545454545,16.257229796652226,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr17,4,40000001,50000000,40.000001,50.0,chr17:40.0-50.0 Mb,10000000,45000000.5,83257441,2490780562,2532.4092825,17,2535780562.5,7.636363636363637,3.6288558859952422,76.36363636363636,36.28855885995242,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr17,5,50000001,60000000,50.000001,60.0,chr17:50.0-60.0 Mb,10000000,55000000.5,83257441,2490780562,2532.4092825,17,2545780562.5,4.090909090909091,1.9746325110559202,40.90909090909091,19.7463251105592,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr17,6,60000001,70000000,60.000001,70.0,chr17:60.0-70.0 Mb,10000000,65000000.5,83257441,2490780562,2532.4092825,17,2555780562.5,8.909090909090908,4.143899229764918,89.0909090909091,41.43899229764918,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr17,7,70000001,80000000,70.000001,80.0,chr17:70.0-80.0 Mb,10000000,75000000.5,83257441,2490780562,2532.4092825,17,2565780562.5,5.7272727272727275,2.8319312687181872,57.27272727272727,28.31931268718187,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr17,8,80000001,83257441,80.000001,83.257441,chr17:80.0-83.3 Mb,3257441,81628721.0,83257441,2490780562,2532.4092825,17,2572409283.0,2.4545454545454546,1.231138692162196,75.35195432689203,37.794658204467744,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr18,0,1,10000000,1e-06,10.0,chr18:0.0-10.0 Mb,10000000,5000000.5,80373285,2574038003,2614.2246455,18,2579038003.5,5.454545454545454,2.6124305518864523,54.54545454545455,26.12430551886452,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr18,1,10000001,20000000,10.000001,20.0,chr18:10.0-20.0 Mb,10000000,15000000.5,80373285,2574038003,2614.2246455,18,2589038003.5,2.727272727272727,1.4275911630875346,27.272727272727273,14.275911630875346,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr18,2,20000001,30000000,20.000001,30.0,chr18:20.0-30.0 Mb,10000000,25000000.5,80373285,2574038003,2614.2246455,18,2599038003.5,2.3636363636363638,1.1620728131836215,23.636363636363637,11.620728131836215,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr18,3,30000001,40000000,30.000001,40.0,chr18:30.0-40.0 Mb,10000000,35000000.5,80373285,2574038003,2614.2246455,18,2609038003.5,2.0,1.0702591020190138,20.0,10.702591020190138,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr18,4,40000001,50000000,40.000001,50.0,chr18:40.0-50.0 Mb,10000000,45000000.5,80373285,2574038003,2614.2246455,18,2619038003.5,2.3636363636363638,1.2668696372105341,23.636363636363637,12.668696372105341,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr18,5,50000001,60000000,50.000001,60.0,chr18:50.0-60.0 Mb,10000000,55000000.5,80373285,2574038003,2614.2246455,18,2629038003.5,4.090909090909091,2.082195281447599,40.90909090909091,20.821952814475985,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr18,6,60000001,70000000,60.000001,70.0,chr18:60.0-70.0 Mb,10000000,65000000.5,80373285,2574038003,2614.2246455,18,2639038003.5,2.4545454545454546,1.5336447162568254,24.545454545454547,15.336447162568257,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr18,7,70000001,80000000,70.000001,80.0,chr18:70.0-80.0 Mb,10000000,75000000.5,80373285,2574038003,2614.2246455,18,2649038003.5,2.4545454545454546,1.1230124775768915,24.545454545454547,11.230124775768916,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr18,8,80000001,80373285,80.000001,80.373285,chr18:80.0-80.4 Mb,373285,80186643.0,80373285,2574038003,2614.2246455,18,2654224646.0,0.5454545454545454,0.45454545454545464,146.12281378960995,121.76901149134164,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr19,0,1,10000000,1e-06,10.0,chr19:0.0-10.0 Mb,10000000,5000000.5,58617616,2654411288,2683.720096,19,2659411288.5,7.545454545454546,3.3746747624128335,75.45454545454545,33.74674762412834,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr19,1,10000001,20000000,10.000001,20.0,chr19:10.0-20.0 Mb,10000000,15000000.5,58617616,2654411288,2683.720096,19,2669411288.5,9.272727272727273,4.214888996901146,92.72727272727273,42.14888996901146,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr19,2,20000001,30000000,20.000001,30.0,chr19:20.0-30.0 Mb,10000000,25000000.5,58617616,2654411288,2683.720096,19,2679411288.5,0.8181818181818182,0.48276065626733644,8.181818181818182,4.827606562673365,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr19,3,30000001,40000000,30.000001,40.0,chr19:30.0-40.0 Mb,10000000,35000000.5,58617616,2654411288,2683.720096,19,2689411288.5,2.8181818181818183,1.4759784540074476,28.181818181818183,14.759784540074476,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr19,4,40000001,50000000,40.000001,50.0,chr19:40.0-50.0 Mb,10000000,45000000.5,58617616,2654411288,2683.720096,19,2699411288.5,7.2727272727272725,3.4695844893770236,72.72727272727273,34.69584489377023,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr19,5,50000001,58617616,50.000001,58.617616,chr19:50.0-58.6 Mb,8617616,54308808.5,58617616,2654411288,2683.720096,19,2708720096.5,4.454545454545454,2.00165221011242,51.691157444767256,23.22744724425432,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,0,1,10000000,1e-06,10.0,chr2:0.0-10.0 Mb,10000000,5000000.5,242193529,248956422,370.0531865,2,253956422.5,2.090909090909091,1.275322030309104,20.90909090909091,12.753220303091043,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,1,10000001,20000000,10.000001,20.0,chr2:10.0-20.0 Mb,10000000,15000000.5,242193529,248956422,370.0531865,2,263956422.5,2.272727272727273,1.1684559282225184,22.727272727272727,11.684559282225182,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,2,20000001,30000000,20.000001,30.0,chr2:20.0-30.0 Mb,10000000,25000000.5,242193529,248956422,370.0531865,2,273956422.5,5.0,2.227921983292136,50.0,22.27921983292136,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,3,30000001,40000000,30.000001,40.0,chr2:30.0-40.0 Mb,10000000,35000000.5,242193529,248956422,370.0531865,2,283956422.5,4.7272727272727275,3.012371186505617,47.27272727272727,30.12371186505617,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,4,40000001,50000000,40.000001,50.0,chr2:40.0-50.0 Mb,10000000,45000000.5,242193529,248956422,370.0531865,2,293956422.5,6.181818181818182,3.014565193487301,61.81818181818182,30.145651934873,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,5,50000001,60000000,50.000001,60.0,chr2:50.0-60.0 Mb,10000000,55000000.5,242193529,248956422,370.0531865,2,303956422.5,2.8181818181818183,1.5304080372013793,28.181818181818183,15.304080372013793,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,6,60000001,70000000,60.000001,70.0,chr2:60.0-70.0 Mb,10000000,65000000.5,242193529,248956422,370.0531865,2,313956422.5,5.454545454545454,2.5914672445043268,54.54545454545455,25.914672445043255,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,7,70000001,80000000,70.000001,80.0,chr2:70.0-80.0 Mb,10000000,75000000.5,242193529,248956422,370.0531865,2,323956422.5,2.6363636363636362,1.3367037291427493,26.363636363636363,13.367037291427492,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,8,80000001,90000000,80.000001,90.0,chr2:80.0-90.0 Mb,10000000,85000000.5,242193529,248956422,370.0531865,2,333956422.5,3.4545454545454546,1.6368686089528401,34.54545454545455,16.368686089528403,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,9,90000001,100000000,90.000001,100.0,chr2:90.0-100.0 Mb,10000000,95000000.5,242193529,248956422,370.0531865,2,343956422.5,3.6363636363636362,1.7282294001388046,36.36363636363637,17.282294001388046,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,10,100000001,110000000,100.000001,110.0,chr2:100.0-110.0 Mb,10000000,105000000.5,242193529,248956422,370.0531865,2,353956422.5,4.7272727272727275,2.7306040260549382,47.27272727272727,27.306040260549384,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,11,110000001,120000000,110.000001,120.0,chr2:110.0-120.0 Mb,10000000,115000000.5,242193529,248956422,370.0531865,2,363956422.5,2.727272727272727,1.2655642585668985,27.272727272727273,12.655642585668984,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,12,120000001,130000000,120.000001,130.0,chr2:120.0-130.0 Mb,10000000,125000000.5,242193529,248956422,370.0531865,2,373956422.5,1.6363636363636365,0.7893924853124512,16.363636363636363,7.8939248531245125,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,13,130000001,140000000,130.000001,140.0,chr2:130.0-140.0 Mb,10000000,135000000.5,242193529,248956422,370.0531865,2,383956422.5,1.8181818181818181,1.0855931082565948,18.181818181818183,10.855931082565947,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,14,140000001,150000000,140.000001,150.0,chr2:140.0-150.0 Mb,10000000,145000000.5,242193529,248956422,370.0531865,2,393956422.5,4.2727272727272725,2.1195664612064125,42.72727272727273,21.195664612064125,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,15,150000001,160000000,150.000001,160.0,chr2:150.0-160.0 Mb,10000000,155000000.5,242193529,248956422,370.0531865,2,403956422.5,3.727272727272727,2.063055585074585,37.27272727272727,20.630555850745854,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,16,160000001,170000000,160.000001,170.0,chr2:160.0-170.0 Mb,10000000,165000000.5,242193529,248956422,370.0531865,2,413956422.5,4.7272727272727275,2.6010169657651887,47.27272727272727,26.010169657651883,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,17,170000001,180000000,170.000001,180.0,chr2:170.0-180.0 Mb,10000000,175000000.5,242193529,248956422,370.0531865,2,423956422.5,3.5454545454545454,1.8846925785661914,35.45454545454545,18.846925785661917,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,18,180000001,190000000,180.000001,190.0,chr2:180.0-190.0 Mb,10000000,185000000.5,242193529,248956422,370.0531865,2,433956422.5,3.1818181818181817,1.7415676418789106,31.818181818181817,17.415676418789104,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,19,190000001,200000000,190.000001,200.0,chr2:190.0-200.0 Mb,10000000,195000000.5,242193529,248956422,370.0531865,2,443956422.5,4.181818181818182,2.3230786071237524,41.81818181818182,23.230786071237524,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,20,200000001,210000000,200.000001,210.0,chr2:200.0-210.0 Mb,10000000,205000000.5,242193529,248956422,370.0531865,2,453956422.5,6.909090909090909,3.2430472355333992,69.0909090909091,32.430472355334,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,21,210000001,220000000,210.000001,220.0,chr2:210.0-220.0 Mb,10000000,215000000.5,242193529,248956422,370.0531865,2,463956422.5,2.3636363636363638,1.1929545238054002,23.636363636363637,11.929545238053999,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,22,220000001,230000000,220.000001,230.0,chr2:220.0-230.0 Mb,10000000,225000000.5,242193529,248956422,370.0531865,2,473956422.5,6.363636363636363,3.5220673868746393,63.63636363636363,35.220673868746395,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,23,230000001,240000000,230.000001,240.0,chr2:230.0-240.0 Mb,10000000,235000000.5,242193529,248956422,370.0531865,2,483956422.5,4.909090909090909,2.2741813530249257,49.09090909090909,22.741813530249257,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr2,24,240000001,242193529,240.000001,242.193529,chr2:240.0-242.2 Mb,2193529,241096765.0,242193529,248956422,370.0531865,2,490053187.0,1.1818181818181819,0.7363075175024214,53.87748152945239,33.56725703204385,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr20,0,1,10000000,1e-06,10.0,chr20:0.0-10.0 Mb,10000000,5000000.5,64444167,2713028904,2745.2509875,20,2718028904.5,4.636363636363637,2.068256741899618,46.36363636363637,20.68256741899618,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr20,1,10000001,20000000,10.000001,20.0,chr20:10.0-20.0 Mb,10000000,15000000.5,64444167,2713028904,2745.2509875,20,2728028904.5,1.6363636363636365,0.9368489474900545,16.363636363636363,9.368489474900548,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr20,2,20000001,30000000,20.000001,30.0,chr20:20.0-30.0 Mb,10000000,25000000.5,64444167,2713028904,2745.2509875,20,2738028904.5,0.9090909090909091,0.3920701573245059,9.090909090909092,3.9207015732450587,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr20,3,30000001,40000000,30.000001,40.0,chr20:30.0-40.0 Mb,10000000,35000000.5,64444167,2713028904,2745.2509875,20,2748028904.5,4.7272727272727275,2.3513667557050115,47.27272727272727,23.513667557050113,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr20,4,40000001,50000000,40.000001,50.0,chr20:40.0-50.0 Mb,10000000,45000000.5,64444167,2713028904,2745.2509875,20,2758028904.5,4.636363636363637,2.6363636363636362,46.36363636363637,26.36363636363636,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr20,5,50000001,60000000,50.000001,60.0,chr20:50.0-60.0 Mb,10000000,55000000.5,64444167,2713028904,2745.2509875,20,2768028904.5,3.272727272727273,1.6846413650761456,32.72727272727273,16.84641365076146,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr20,6,60000001,64444167,60.000001,64.444167,chr20:60.0-64.4 Mb,4444167,62222084.0,64444167,2713028904,2745.2509875,20,2775250988.0,1.4545454545454546,0.6517617574158153,32.72931585481496,14.665555039129163,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr21,0,1,10000000,1e-06,10.0,chr21:0.0-10.0 Mb,10000000,5000000.5,46709983,2777473071,2800.8280625,21,2782473071.5,0.18181818181818182,0.18181818181818182,1.8181818181818181,1.8181818181818183,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr21,1,10000001,20000000,10.000001,20.0,chr21:10.0-20.0 Mb,10000000,15000000.5,46709983,2777473071,2800.8280625,21,2792473071.5,2.3636363636363638,1.4910199515324298,23.636363636363637,14.9101995153243,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr21,2,20000001,30000000,20.000001,30.0,chr21:20.0-30.0 Mb,10000000,25000000.5,46709983,2777473071,2800.8280625,21,2802473071.5,2.272727272727273,1.1527903624834444,22.727272727272727,11.527903624834442,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr21,3,30000001,40000000,30.000001,40.0,chr21:30.0-40.0 Mb,10000000,35000000.5,46709983,2777473071,2800.8280625,21,2812473071.5,5.636363636363637,2.5981557349667277,56.36363636363637,25.981557349667277,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr21,4,40000001,46709983,40.000001,46.709983,chr21:40.0-46.7 Mb,6709983,43354992.0,46709983,2777473071,2800.8280625,21,2820828063.0,2.6363636363636362,1.3092171656287046,39.290168639229584,19.51148260179951,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr22,0,1,10000000,1e-06,10.0,chr22:0.0-10.0 Mb,10000000,5000000.5,50818468,2824183054,2849.592288,22,2829183054.5,0.0,0.0,0.0,0.0,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr22,1,10000001,20000000,10.000001,20.0,chr22:10.0-20.0 Mb,10000000,15000000.5,50818468,2824183054,2849.592288,22,2839183054.5,1.4545454545454546,0.8018573480436344,14.545454545454545,8.018573480436345,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr22,2,20000001,30000000,20.000001,30.0,chr22:20.0-30.0 Mb,10000000,25000000.5,50818468,2824183054,2849.592288,22,2849183054.5,6.181818181818182,2.7792025730681744,61.81818181818182,27.792025730681743,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr22,3,30000001,40000000,30.000001,40.0,chr22:30.0-40.0 Mb,10000000,35000000.5,50818468,2824183054,2849.592288,22,2859183054.5,5.181818181818182,2.3657333355380596,51.81818181818182,23.657333355380597,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr22,4,40000001,50000000,40.000001,50.0,chr22:40.0-50.0 Mb,10000000,45000000.5,50818468,2824183054,2849.592288,22,2869183054.5,7.090909090909091,3.2205435607124278,70.9090909090909,32.20543560712427,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr22,5,50000001,50818468,50.000001,50.818468,chr22:50.0-50.8 Mb,818468,50409234.5,50818468,2824183054,2849.592288,22,2874592288.5,0.5454545454545454,0.24729946379518986,66.64335630159584,30.21492151131014,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,0,1,10000000,1e-06,10.0,chr3:0.0-10.0 Mb,10000000,5000000.5,198295559,491149951,590.2977305,3,496149951.5,2.1818181818181817,1.2418328230203044,21.818181818181817,12.418328230203043,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,1,10000001,20000000,10.000001,20.0,chr3:10.0-20.0 Mb,10000000,15000000.5,198295559,491149951,590.2977305,3,506149951.5,6.181818181818182,2.7529098054048586,61.81818181818182,27.529098054048585,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,2,20000001,30000000,20.000001,30.0,chr3:20.0-30.0 Mb,10000000,25000000.5,198295559,491149951,590.2977305,3,516149951.5,3.909090909090909,2.7648920592264634,39.09090909090909,27.648920592264638,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,3,30000001,40000000,30.000001,40.0,chr3:30.0-40.0 Mb,10000000,35000000.5,198295559,491149951,590.2977305,3,526149951.5,4.181818181818182,2.1183963995874624,41.81818181818182,21.183963995874628,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,4,40000001,50000000,40.000001,50.0,chr3:40.0-50.0 Mb,10000000,45000000.5,198295559,491149951,590.2977305,3,536149951.5,5.2727272727272725,2.5157356021320507,52.72727272727273,25.157356021320503,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,5,50000001,60000000,50.000001,60.0,chr3:50.0-60.0 Mb,10000000,55000000.5,198295559,491149951,590.2977305,3,546149951.5,3.3636363636363638,1.5331057442787488,33.63636363636363,15.331057442787486,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,6,60000001,70000000,60.000001,70.0,chr3:60.0-70.0 Mb,10000000,65000000.5,198295559,491149951,590.2977305,3,556149951.5,4.7272727272727275,3.3113878142250797,47.27272727272727,33.11387814225079,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,7,70000001,80000000,70.000001,80.0,chr3:70.0-80.0 Mb,10000000,75000000.5,198295559,491149951,590.2977305,3,566149951.5,3.727272727272727,1.8541889140337402,37.27272727272727,18.5418891403374,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,8,80000001,90000000,80.000001,90.0,chr3:80.0-90.0 Mb,10000000,85000000.5,198295559,491149951,590.2977305,3,576149951.5,1.0909090909090908,0.5469675984178664,10.909090909090908,5.4696759841786635,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,9,90000001,100000000,90.000001,100.0,chr3:90.0-100.0 Mb,10000000,95000000.5,198295559,491149951,590.2977305,3,586149951.5,0.6363636363636364,0.30962520665320736,6.363636363636363,3.096252066532073,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,10,100000001,110000000,100.000001,110.0,chr3:100.0-110.0 Mb,10000000,105000000.5,198295559,491149951,590.2977305,3,596149951.5,4.545454545454546,2.3330184754115364,45.45454545454545,23.33018475411536,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,11,110000001,120000000,110.000001,120.0,chr3:110.0-120.0 Mb,10000000,115000000.5,198295559,491149951,590.2977305,3,606149951.5,4.909090909090909,3.1520687159518976,49.09090909090909,31.520687159518975,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,12,120000001,130000000,120.000001,130.0,chr3:120.0-130.0 Mb,10000000,125000000.5,198295559,491149951,590.2977305,3,616149951.5,3.5454545454545454,1.850619730909014,35.45454545454545,18.50619730909014,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,13,130000001,140000000,130.000001,140.0,chr3:130.0-140.0 Mb,10000000,135000000.5,198295559,491149951,590.2977305,3,626149951.5,2.909090909090909,1.3648479466062773,29.09090909090909,13.648479466062774,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,14,140000001,150000000,140.000001,150.0,chr3:140.0-150.0 Mb,10000000,145000000.5,198295559,491149951,590.2977305,3,636149951.5,3.5454545454545454,1.7444125677750575,35.45454545454545,17.44412567775058,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,15,150000001,160000000,150.000001,160.0,chr3:150.0-160.0 Mb,10000000,155000000.5,198295559,491149951,590.2977305,3,646149951.5,4.181818181818182,2.3230786071237524,41.81818181818182,23.230786071237524,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,16,160000001,170000000,160.000001,170.0,chr3:160.0-170.0 Mb,10000000,165000000.5,198295559,491149951,590.2977305,3,656149951.5,2.272727272727273,1.1448771993768119,22.727272727272727,11.448771993768121,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,17,170000001,180000000,170.000001,180.0,chr3:170.0-180.0 Mb,10000000,175000000.5,198295559,491149951,590.2977305,3,666149951.5,3.6363636363636362,2.187870393671465,36.36363636363637,21.878703936714654,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,18,180000001,190000000,180.000001,190.0,chr3:180.0-190.0 Mb,10000000,185000000.5,198295559,491149951,590.2977305,3,676149951.5,5.090909090909091,2.495284809594235,50.90909090909091,24.952848095942347,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr3,19,190000001,198295559,190.000001,198.295559,chr3:190.0-198.3 Mb,8295559,194147780.0,198295559,491149951,590.2977305,3,685297731.0,4.545454545454546,2.340798761742497,54.793830596039946,28.21749277827446,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
Overall,chr4,0,1,10000000,1e-06,10.0,chr4:0.0-10.0 Mb,10000000,5000000.5,190214555,689445510,784.5527875,4,694445510.5,3.8181818181818183,1.6939366834693987,38.18181818181818,16.939366834693985,11482,11,10000000,Human,TabSap,Human (TabSap),#7f7f7f
